,CID,HBondDonorCount,HBondAcceptorCount,MolecularWeight,XLogP,ConnectivitySMILES,SMILES,HitFreq,Include
20030,159518873,2,2,361.4,4.4,CC1CC2=C(CN1C(=O)C3=CC4=CC=CC=C4N3)C5=C(C=CC(=C5N2)F)C,C[C@@H]1CC2=C(CN1C(=O)C3=CC4=CC=CC=C4N3)C5=C(C=CC(=C5N2)F)C,1,1
20031,159584973,2,3,393.5,3.8,CNC(=O)C1CCC(C1)N(C)C(=O)C2=CC3=C(N2)C=C(C=C3)C4=CC=C(C=C4)F,CNC(=O)[C@H]1CC[C@H](C1)N(C)C(=O)C2=CC3=C(N2)C=C(C=C3)C4=CC=C(C=C4)F,1,1
20032,160023355,2,4,433.5,3.6,C1CN(CCC12C(CNC2=O)C3=CC=C(C=C3)F)CCCC(=O)C4=CC5=CC=CC=C5N4,C1CN(CCC12[C@H](CNC2=O)C3=CC=C(C=C3)F)CCCC(=O)C4=CC5=CC=CC=C5N4,1,1
20034,160307609,4,4,444.5,4.3,CC1=CC=C(C=C1)C2=C(NC3=C2C=CC(=C3)C4=CC=C(C=C4)F)C(=O)NCC(CCCN)N,CC1=CC=C(C=C1)C2=C(NC3=C2C=CC(=C3)C4=CC=C(C=C4)F)C(=O)NC[C@H](CCCN)N,1,1
20036,160823054,4,4,458.6,4.7,CC1=CC=C(C=C1)C2=CC3=C(C=C2)C(=C(N3)C(=O)NCC(CCC(C)N)N)C4=CC=C(C=C4)F,CC1=CC=C(C=C1)C2=CC3=C(C=C2)C(=C(N3)C(=O)NC[C@H](CCC(C)N)N)C4=CC=C(C=C4)F,1,1
20038,161244205,2,4,447.5,4.0,CC(CC(=O)C1=CC2=CC=CC=C2N1)CN3CCC4(CC3)C(CNC4=O)C5=CC=C(C=C5)F,C[C@H](CC(=O)C1=CC2=CC=CC=C2N1)CN3CCC4(CC3)[C@@H](CNC4=O)C5=CC=C(C=C5)F,1,0
20041,163269819,2,5,387.4,3.1,C1CN(CC1C(=O)NC2=CC(=C(C(=C2)F)F)F)C(=O)C3=CC4=CC=CC=C4N3,C1CN(C[C@H]1C(=O)NC2=CC(=C(C(=C2)F)F)F)C(=O)C3=CC4=CC=CC=C4N3,1,1
20045,163502866,2,4,390.5,4.1,CC1=C(C=C(C=C1)C2=C3C(=CC(=N2)C(=O)NCCN(C)C)C4=CC=CC=C4N3)F,CC1=C(C=C(C=C1)C2=C3C(=CC(=N2)C(=O)NCCN(C)C)C4=CC=CC=C4N3)F,1,1
20046,163511236,3,4,371.4,4.4,CCCCC(CNC(=O)C1=C(C2=C(N1)C=C(C=C2)C3=CC=C(C=C3)F)F)N,CCCC[C@@H](CNC(=O)C1=C(C2=C(N1)C=C(C=C2)C3=CC=C(C=C3)F)F)N,1,1
20049,163911792,2,3,375.4,4.9,CC(=C)N1CC=CC(C1)C2=CC3=C(C=C2)NC(=C3)C(=O)NC4=CC(=CC=C4)F,CC(=C)N1CC=C[C@H](C1)C2=CC3=C(C=C2)NC(=C3)C(=O)NC4=CC(=CC=C4)F,4,1
20051,164023006,1,5,393.4,2.7,CC(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3CCN(CC3)C4=CC(=C(C=C4)C=O)F,CC(=O)C1=CC2=C(C=C1)NC(=C2)C(=O)N3CCN(CC3)C4=CC(=C(C=C4)C=O)F,4,1
20053,164547025,1,3,376.5,4.7,CC=C1CN(CCC1C(=O)C2=CC3=CC=CC=C3N2)CCC4=CC=C(C=C4)F,C/C=C\1/CN(CC[C@H]1C(=O)C2=CC3=CC=CC=C3N2)CCC4=CC=C(C=C4)F,1,1
20058,164755931,2,4,391.4,4.3,CC1=C(C2=CC=CC=C2N1)C3=C(C(=O)N(C3=O)C)NCCCC4=CC=C(C=C4)F,CC1=C(C2=CC=CC=C2N1)C3=C(C(=O)N(C3=O)C)NCCCC4=CC=C(C=C4)F,1,1
20059,166154607,3,4,464.6,4.7,CC1=C(NC2=C1C=C(C=C2)F)C(=O)NC(CCC3CC3)C(=O)NCC4=CC=C(C=C4)CN(C)C,CC1=C(NC2=C1C=C(C=C2)F)C(=O)NC(CCC3CC3)C(=O)NCC4=CC=C(C=C4)CN(C)C,1,1
20063,166203087,2,3,224.21,2.2,CCNC(=O)C1=CC2=C(N1)C=CC(=C2F)F,CCNC(=O)C1=CC2=C(N1)C=CC(=C2F)F,1,1
20064,166475951,1,4,318.29,4.3,CN(C1=CC=CC=C1)C(=O)C2=CC3=C(N2)C(=CC=C3)C(F)(F)F,CN(C1=CC=CC=C1)C(=O)C2=CC3=C(N2)C(=CC=C3)C(F)(F)F,4,1
20065,166476054,1,3,311.4,3.2,CC(C)N(CC1=CC=CC=N1)C(=O)C2=CC3=C(N2)C=C(C=C3)F,CC(C)N(CC1=CC=CC=N1)C(=O)C2=CC3=C(N2)C=C(C=C3)F,1,1
20066,166476105,1,3,311.4,3.2,CC(C)N(CC1=CC=NC=C1)C(=O)C2=CC3=C(N2)C=C(C=C3)F,CC(C)N(CC1=CC=NC=C1)C(=O)C2=CC3=C(N2)C=C(C=C3)F,1,1
20067,166476144,1,4,282.26,3.2,CN(C1CC(C1)(F)F)C(=O)C2=CC3=C(N2)C=C(C=C3)F,CN(C1CC(C1)(F)F)C(=O)C2=CC3=C(N2)C=C(C=C3)F,1,1
20068,166476158,1,3,311.4,3.2,CC(C)N(CC1=CN=CC=C1)C(=O)C2=CC3=C(N2)C=C(C=C3)F,CC(C)N(CC1=CN=CC=C1)C(=O)C2=CC3=C(N2)C=C(C=C3)F,1,1
20069,166525985,2,7,475.4,4.0,CN(C1CCCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,CN(C1CCCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,2,1
20070,166526074,3,7,451.4,1.5,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(C=C(C=C5N4)F)C#N,CN([C@@H]1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(C=C(C=C5N4)F)C#N,2,1
20071,166526098,3,7,451.4,1.5,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(C=C(C=C5N4)F)C#N,CN([C@H]1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(C=C(C=C5N4)F)C#N,2,0
20072,166526237,3,8,476.4,2.4,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,CN([C@H]1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,2,1
20073,166526267,3,6,452.5,1.5,CN(C1CN(CC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)CCO)C(=O)C4=CC5=CC=CC=C5N4,CN([C@H]1CN(CC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)CCO)C(=O)C4=CC5=CC=CC=C5N4,1,1
20074,166526315,3,6,433.4,1.4,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(N4)C=CC(=C5)C#N,CN([C@@H]1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(N4)C=CC(=C5)C#N,5,1
20075,166526354,2,7,475.4,4.0,CN(C1CCCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,CN([C@@H]1CCCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,2,0
20076,166526476,3,6,433.4,1.4,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(N4)C=CC(=C5)C#N,CN([C@H]1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(N4)C=CC(=C5)C#N,5,0
20077,166526550,3,8,476.4,2.4,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,2,0
20078,166526557,3,6,452.5,1.5,CN(C1CN(CC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)CCO)C(=O)C4=CC5=CC=CC=C5N4,CN([C@@H]1CN(CC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)CCO)C(=O)C4=CC5=CC=CC=C5N4,1,0
20079,166526688,3,6,452.5,1.5,CN(C1CN(CC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)CCO)C(=O)C4=CC5=CC=CC=C5N4,CN(C1CN(CC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)CCO)C(=O)C4=CC5=CC=CC=C5N4,1,0
20080,166526713,3,6,433.4,1.4,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(N4)C=CC(=C5)C#N,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(N4)C=CC(=C5)C#N,5,0
20081,166526780,3,7,451.4,1.5,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(C=C(C=C5N4)F)C#N,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=C(C=C(C=C5N4)F)C#N,2,0
20082,166526859,2,7,475.4,4.0,CN(C1CCCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,CN([C@H]1CCCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,2,0
20083,166526863,3,8,476.4,2.4,CN(C1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,CN([C@@H]1CNCC2=C1C3=CC(=C(C=C3C(=O)N2)F)F)C(=O)C4=CC5=CC(=C(C=C5N4)C(F)F)F,2,0
20084,166585659,3,4,397.4,3.3,C1CC(C(=O)NC1)NC(=O)CCC2=C(NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)F,C1CC(C(=O)NC1)NC(=O)CCC2=C(NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)F,1,1
20085,166585793,2,4,397.5,3.6,C1CCN(C(C1)CN)C(=O)CCC2=C(NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)F,C1CCN(C(C1)CN)C(=O)CCC2=C(NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)F,1,1
20086,166585807,3,4,371.4,2.8,CC(C(=O)N)NC(=O)CCC1=C(NC2=C1C=C(C=C2)F)C3=CC=C(C=C3)F,C[C@@H](C(=O)N)NC(=O)CCC1=C(NC2=C1C=C(C=C2)F)C3=CC=C(C=C3)F,1,1
20087,166585931,2,4,383.4,3.2,C1CC(CN(C1)C(=O)CCC2=C(NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)F)N,C1CC(CN(C1)C(=O)CCC2=C(NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)F)N,1,1
20088,166586024,3,4,371.4,2.8,CC(C(=O)N)NC(=O)CCC1=C(NC2=C1C=C(C=C2)F)C3=CC=C(C=C3)F,CC(C(=O)N)NC(=O)CCC1=C(NC2=C1C=C(C=C2)F)C3=CC=C(C=C3)F,1,0
20089,166660707,1,4,359.4,2.3,CN(C1CCCC1)C(=O)CN(CC=O)C(=O)C2=CC3=C(N2)C(=CC=C3)F,CN(C1CCCC1)C(=O)CN(CC=O)C(=O)C2=CC3=C(N2)C(=CC=C3)F,1,1
20090,166746653,2,2,361.4,4.4,CC1CC2=C(CN1C(=O)C3=CC4=CC=CC=C4N3)C5=C(C=CC(=C5N2)F)C,CC1CC2=C(CN1C(=O)C3=CC4=CC=CC=C4N3)C5=C(C=CC(=C5N2)F)C,1,0
20091,166840142,4,5,455.5,3.2,CC(C)(C)CC(C(=O)NC(CC1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)F,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)F,1,1
20092,166840213,4,5,455.5,3.2,CC(C)(C)CC(C(=O)NC(CC1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3F,CC(C)(C)CC(C(=O)NC(CC1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3F,1,0
20093,166840331,4,6,476.5,3.4,C1CC(C(=O)NC1)CN(C#N)NC(=O)C(CC2=CC=C(C=C2)F)NC(=O)C3=CC4=CC=CC=C4N3,C1CC(C(=O)NC1)CN(C#N)NC(=O)[C@H](CC2=CC=C(C=C2)F)NC(=O)C3=CC4=CC=CC=C4N3,1,1
20094,166840578,4,5,455.5,3.2,CC(C)(C)CC(C(=O)NC(CC1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)F,CC(C)(C)CC(C(=O)NC(CC1CCCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)F,1,0
20095,166873448,2,2,268.28,3.4,CNC(=O)C1=C(C2=C(N1)C=CC(=C2)F)C3=CC=CC=C3,CNC(=O)C1=C(C2=C(N1)C=CC(=C2)F)C3=CC=CC=C3,1,1
20096,166886043,3,4,385.4,3.2,CC(C(=O)NC)NC(=O)CCC1=C(NC2=C1C=C(C=C2)F)C3=CC=C(C=C3)F,CC(C(=O)NC)NC(=O)CCC1=C(NC2=C1C=C(C=C2)F)C3=CC=C(C=C3)F,1,1
20097,166893793,5,5,473.5,2.3,CC(C)(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)N)NC(=O)C2=CC3=C(N2)C(=CC=C3)F,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)N)NC(=O)C2=CC3=C(N2)C(=CC=C3)F,1,1
20099,167075043,2,3,276.31,3.0,CC(C)CC(C=O)NC(=O)C1=CC2=C(N1)C=CC=C2F,CC(C)CC(C=O)NC(=O)C1=CC2=C(N1)C=CC=C2F,1,1
20100,167075258,1,4,312.33,4.3,CC(C)CC(C)N(C)C(=O)C1=CC2=C(C(=C(C=C2N1)F)F)F,CC(C)CC(C)N(C)C(=O)C1=CC2=C(C(=C(C=C2N1)F)F)F,1,1
20101,167075346,1,3,304.36,3.6,CCN(C(CC(C)C)C=O)C(=O)C1=CC2=C(N1)C=CC=C2F,CCN(C(CC(C)C)C=O)C(=O)C1=CC2=C(N1)C=CC=C2F,1,1
20104,167075710,1,3,302.34,3.5,CN(C(CC1CCC1)C=O)C(=O)C2=CC3=C(N2)C=CC=C3F,CN(C(CC1CCC1)C=O)C(=O)C2=CC3=C(N2)C=CC=C3F,1,1
20105,167075715,1,5,436.5,3.9,CN(C(CC1=CC=CC=C1)C(=O)N2CCCC2C#N)C(=O)C3=CC4=C(N3)C=C(C=C4F)F,CN(C(CC1=CC=CC=C1)C(=O)N2CCCC2C#N)C(=O)C3=CC4=C(N3)C=C(C=C4F)F,1,1
20106,167075823,3,6,497.5,3.8,CC(C)CC(C(=O)N1CC(=O)NCC=C(C=CCCC1C#N)F)NC(=O)C2=CC3=C(N2)C=CC=C3F,CC(C)C[C@@H](C(=O)N1CC(=O)NC/C=C(\C=C/CC[C@H]1C#N)/F)NC(=O)C2=CC3=C(N2)C=CC=C3F,1,1
20109,167080141,3,5,493.6,3.9,CC1=CC=CCNC(=O)CN(C(CC1)C#N)C(=O)C(CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3F,C/C/1=C/C=C\CNC(=O)CN([C@@H](CC1)C#N)C(=O)[C@H](CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3F,1,1
20111,167203684,3,4,464.6,4.7,CC1=C(NC2=C1C=C(C=C2)F)C(=O)NC(CCC3CC3)C(=O)NCC4=CC=C(C=C4)CN(C)C,CC1=C(NC2=C1C=C(C=C2)F)C(=O)N[C@@H](CCC3CC3)C(=O)NCC4=CC=C(C=C4)CN(C)C,1,0
20112,167204060,3,4,466.6,4.0,CC1=C(NC2=C1C=CC(=C2)F)C(=O)NC(CCC3CC3)C(=O)NCC4=CC=C(CC4)CN(C)C,CC1=C(NC2=C1C=CC(=C2)F)C(=O)NC(CCC3CC3)C(=O)NCC4=CC=C(CC4)CN(C)C,1,1
20113,167204078,3,4,464.6,4.7,CC1=C(NC2=C1C=CC(=C2)F)C(=O)NC(CCC3CC3)C(=O)NCC4=CC=C(C=C4)CN(C)C,CC1=C(NC2=C1C=CC(=C2)F)C(=O)N[C@@H](CCC3CC3)C(=O)NCC4=CC=C(C=C4)CN(C)C,1,1
20114,167242576,2,4,432.5,4.2,C1CC(CNC1)N2CCC(C2)C3CC4=CC=CC=C4N3C(=O)C5=CC6=C(N5)C=CC(=C6)F,C1CC(CNC1)N2CCC(C2)C3CC4=CC=CC=C4N3C(=O)C5=CC6=C(N5)C=CC(=C6)F,1,1
20115,167279586,2,3,391.5,4.1,CCN(C(=O)C1=CC2=C(N1)C=CC(=C2)F)C34CCCC3(C4)NCC5=CC=CC=C5,CCN(C(=O)C1=CC2=C(N1)C=CC(=C2)F)[C@]34CCC[C@@]3(C4)NCC5=CC=CC=C5,1,1
20116,167313728,2,6,472.5,3.1,C1CN(CCC1NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=C(C=C4)C(F)(F)F)C(=O)CCN,C1CN(CCC1NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=C(C=C4)C(F)(F)F)C(=O)CCN,1,1
20117,167313753,2,6,458.5,4.1,C1CN(CCC1NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=C(C=C4)C(F)(F)F)CCCN,C1CN(CCC1NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=C(C=C4)C(F)(F)F)CCCN,1,1
20118,167345434,1,4,337.3,3.1,COCCN(C1=CC=C(C=C1)[N+]#[C-])C(=O)C2=CC3=C(N2)C=C(C=C3)F,COCCN(C1=CC=C(C=C1)[N+]#[C-])C(=O)C2=CC3=C(N2)C=C(C=C3)F,1,1
20119,167348435,2,4,400.5,2.7,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(=O)N(CC4)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCC(=O)N(CC4)C,1,0
20120,167348464,2,4,400.5,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(C4=O)N(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CCC(C4=O)N(C)C,1,1
20121,167348619,2,5,424.5,3.1,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCN(CC4)C(=NC#N)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CCN(CC4)C(=NC#N)C,1,1
20131,168140630,3,3,337.4,3.6,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC=CC(=C3)C4CCCN4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC=CC(=C3)C4CCCN4,1,1
20132,168140649,3,3,311.4,3.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC=CC(=C3)CCN,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC=CC(=C3)CCN,1,1
20133,168140656,2,3,331.4,2.2,CC1=C2C(=C(C=C1)F)C=C(N2C3CCC(CC3)NC(=O)C)C(=O)N,CC1=C2C(=C(C=C1)F)C=C(N2C3CCC(CC3)NC(=O)C)C(=O)N,1,1
20134,168140681,2,4,346.3,4.8,CC1=C2C(=CC=C1)C=C(N2)C(=O)NC(C)C3=CC=CC=C3C(F)(F)F,CC1=C2C(=CC=C1)C=C(N2)C(=O)NC(C)C3=CC=CC=C3C(F)(F)F,4,1
20135,168140730,2,3,339.4,3.1,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC=CC(=C3)C(=O)N(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC=CC(=C3)C(=O)N(C)C,4,1
20136,168140817,2,5,350.3,4.8,CC1=C2C(=CC=C1)C=C(N2)C(=O)NC(C3=CC(=CC=C3)F)C(F)(F)F,CC1=C2C(=CC=C1)C=C(N2)C(=O)NC(C3=CC(=CC=C3)F)C(F)(F)F,4,1
20138,168834248,2,3,238.23,2.7,CC(C)NC(=O)C1=CC2=C(C=CC(=C2N1)F)F,CC(C)NC(=O)C1=CC2=C(C=CC(=C2N1)F)F,1,1
20139,169058741,2,4,395.4,2.5,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)CC3=CC4=CC=CC=C4N3,C[C@@H](C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)CC3=CC4=CC=CC=C4N3,1,1
20140,169058763,3,5,425.4,2.6,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(CCCO)C(=O)C3=CC4=CC=CC=C4N3,C[C@@H](C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(CCCO)C(=O)C3=CC4=CC=CC=C4N3,1,1
20141,169058769,2,4,385.4,2.8,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)CCCC4,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)CCCC4,1,1
20142,169058810,2,4,395.4,2.5,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)CC3=CC4=CC=CC=C4N3,C[C@H](C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)CC3=CC4=CC=CC=C4N3,1,0
20143,169058859,3,5,425.4,2.6,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(CCCO)C(=O)C3=CC4=CC=CC=C4N3,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(CCCO)C(=O)C3=CC4=CC=CC=C4N3,1,0
20144,169058907,2,4,385.4,2.8,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)CCCC4,C[C@H](C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)CCCC4,1,0
20145,169058918,1,4,395.4,2.9,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3C,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3C,1,1
20146,169058927,1,4,395.4,2.9,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3C,C[C@@H](C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3C,1,0
20147,169058928,2,4,395.4,2.5,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)CC3=CC4=CC=CC=C4N3,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)CC3=CC4=CC=CC=C4N3,1,0
20148,169058931,2,2,192.19,1.8,CNC(=O)C1=CC2=C(N1)C(=CC=C2)F,CNC(=O)C1=CC2=C(N1)C(=CC=C2)F,1,1
20149,169059037,3,5,425.4,2.6,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(CCCO)C(=O)C3=CC4=CC=CC=C4N3,C[C@H](C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(CCCO)C(=O)C3=CC4=CC=CC=C4N3,1,0
20150,169059094,1,4,395.4,2.9,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3C,C[C@H](C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3C,1,0
20151,169059106,2,4,385.4,2.8,CC(C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)CCCC4,C[C@@H](C1=CNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)CCCC4,1,0
20152,169278998,2,6,414.4,3.7,CCN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,CCN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,1,1
20153,169279011,2,5,396.4,3.6,CC1=C(NC2=CC=CC=C12)C(=O)N(C)C(C)C3=NNC(=O)C4=CC(=C(C=C43)F)F,CC1=C(NC2=CC=CC=C12)C(=O)N(C)C(C)C3=NNC(=O)C4=CC(=C(C=C43)F)F,1,1
20154,169279039,2,5,382.4,3.3,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3,C[C@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3,1,1
20155,169279040,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC=C4F,C[C@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC=C4F,1,1
20156,169279050,2,5,396.4,3.6,CCN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,CCN([C@@H](C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,1,1
20157,169279051,2,5,396.4,3.6,CC1=C(NC2=CC=CC=C12)C(=O)N(C)C(C)C3=NNC(=O)C4=CC(=C(C=C43)F)F,CC1=C(NC2=CC=CC=C12)C(=O)N(C)[C@@H](C)C3=NNC(=O)C4=CC(=C(C=C43)F)F,1,0
20158,169279053,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,1,1
20159,169279086,2,5,396.4,3.6,CCN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,CCN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,1,0
20160,169279100,2,5,382.4,3.3,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3,1,0
20161,169279103,2,5,396.4,3.6,CCN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,CCN([C@H](C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,1,0
